,txId1,txId2,prediction_label
20196,298735057,299155002,0
15389,372724764,317001026,0
9872,346409286,244652713,0
3197,216054443,245929102,0
30611,71461143,73115165,0
27454,14193907,97395586,0
25536,116129229,116129238,0
11250,241503295,243780715,2
17944,272285066,290376000,2
27373,96569050,97400869,0
30908,94256642,94256093,0
593,230531172,2881274,0
10876,15872409,15871986,0
34166,156012877,138798141,0
6098,225072185,162670543,0
5887,224765159,224765166,0
9308,234862411,234862101,0
24863,82412818,201003735,0
29060,13242340,13388720,0
3939,87626508,87626486,1
15051,372739852,315025577,0
8599,179028635,52783951,0
643,230438483,230438479,0
31176,94288267,91961924,0
22615,288333745,288676970,0
10558,339054197,339641849,0
4529,86929270,88196359,0
16331,5689045,304069313,0
10692,339089533,339089529,0
19758,163822573,163822577,2
4013,57932184,87069492,0
27146,148852054,148852182,0
36301,159033864,157929208,1
22015,80574245,355095121,0
8451,148681,129358301,0
16457,331496842,123344358,0
13250,362840187,362939095,0
7130,94654272,94654271,0
22016,355095887,355157408,0
21908,355196424,355222396,0
1142,36329945,230580829,0
4600,87400211,19587099,0
9273,68629335,3891230,0
35061,219415325,36364435,0
22365,92508034,92511178,1
21141,215598240,355110272,1
5151,141478775,225875837,0
31086,94289205,99098561,0
16416,331566087,331566089,0
3859,22837806,22838028,0
10709,233467988,339567543,0
28306,96954444,97392828,0
34186,94407800,156213093,0
11607,378166111,378437543,0
4755,224196210,224195870,0
12400,390378671,350486143,0
4886,225081713,225343293,0
3587,2512477,37009916,0
27762,9969789,4860461,0
15150,372750958,314843175,0
24838,201002590,201002594,0
35114,218077113,19170155,0
9814,104893747,6930504,0
19683,163586130,135600096,2
12615,248908050,248926183,0
1570,3421848,3407031,0
13691,209836059,210670745,0
1691,232458909,232470552,0
3930,2446209,42975826,0
20240,299197218,299196854,0
794,230592118,230442067,0
27093,149184543,149184536,0
25207,29611862,30151745,1
14009,209797492,210394281,1
4804,224251716,224718186,0
21064,355094137,355237649,0
30403,71773399,73109960,0
21643,355216035,355237262,0
10936,15887294,15981972,0
6724,94671433,94671428,0
28037,96580300,84626897,0
28906,12663816,12685827,0
11978,390422161,391089841,0
21016,381848059,380649238,0
35352,218131048,3623625,0
30282,38538087,73195156,0
30721,22021840,73253674,0
33051,105809533,105858077,0
15546,372980328,373153098,0
7964,191640461,62565943,0
28135,97186266,97931083,0
32566,105787037,106309997,0
22725,288409751,288583254,0
13833,209045705,209922929,0
17831,272081367,208760833,0
12626,248905007,248904990,1
15176,2984918,308059489,0
19725,66070348,163806553,2
14674,2984918,321065472,0
27361,96592855,98605819,0
17833,272536648,272706663,0
34709,66420588,14950377,0
23134,53777687,53780833,0
36618,194064667,194064677,0
12015,205072250,390425763,0
14638,2984918,310840128,0
19541,163706212,163832330,0
25877,114481812,114656654,0
1498,232039074,205392811,0
11493,241527362,244614613,0
6650,94382309,98748966,0
36336,158391434,157929208,0
11570,243780864,244629181,2
33499,160799142,155549608,0
31613,98653617,94296244,0
7188,94334467,84866474,0
25471,96508393,116898498,0
23435,4387573,67670415,0
27034,152616724,149569447,0
34173,102771113,155574391,0
19170,139231802,139231796,0
20888,225315445,383023743,0
17928,272462686,272462682,0
23423,62237626,70433741,0
16466,331492666,331505421,0
6373,8947023,8947018,0
8482,226669358,179113155,1
2179,22116910,310472122,0
6993,94377620,96549984,0
3225,245341775,246008255,0
9052,43015861,43130802,0
12967,363221488,307738133,0
16397,331492112,336432170,0
22497,3181,180737911,0
32988,106318963,106722371,0
35498,218079391,218396032,0
143,89273,230529016,0
30172,73127326,73303336,0
17820,272746115,143569481,0
26564,149159027,19559683,0
21993,223557536,355007264,0
12291,390554795,390979806,0
32055,261279960,106320422,0
23974,121978408,10075210,0
6461,94331687,94496910,0
32309,106310561,106720807,0
29150,13413503,13413508,0
27271,41846555,36838022,0
7959,191146716,191146710,0
12208,241716526,390545662,0
25121,30002374,29197707,0
30974,94071615,1454780,0
21896,355170335,355170333,0
20500,299155809,299347801,0
23214,26136345,64220417,0
13530,209561689,209824867,0
5729,225893787,225893824,0
20134,163686855,163686853,0
15567,372670693,372872756,0
34604,156168415,156168420,0
12966,363540737,307738133,0
35260,218039695,26181447,0
2509,310441261,310440914,0
16818,304713417,334369644,0
35692,218133812,218133800,0
3119,244702015,245269742,0
32644,106816122,106816120,0
27686,96988124,97393541,0
12142,356381234,390423284,0
28510,12797690,12987200,0
25199,11106276,30151745,0
3583,2512477,279199930,0
21471,140884284,217476830,0
35996,155674580,4692401,1
31546,94288275,94288267,0
18236,269532125,277077636,0
3299,244306915,245363377,0
14875,2984918,317001250,0
7497,16402925,190450463,0
20755,376250728,383753213,0
17620,272123230,272417325,0
26310,148612093,148612058,1
18934,84310191,84310197,0
32515,105847570,105847569,0
23680,70454912,56110829,0
14474,1455042,115223916,0
928,232892365,230578938,0
29743,70766136,72667271,0
4578,86611478,86973101,0
14623,2984918,372681579,0
13588,209531348,209837677,0
4160,61807266,86720063,0
5545,224696458,225268075,0
6277,121553630,121674842,0
32102,105826991,106366227,0
5890,223877089,224239443,0
12114,241129515,390498171,1
1394,3757070,3767838,0
33874,101028778,156006577,0
15695,372823116,321774726,0
11711,378254930,378394644,0
7891,191114075,191114066,0
6910,94206002,94335741,0
22417,1195632,94893633,0
24649,201880384,200617038,0
30121,19468516,62853047,0
26623,148536082,148536037,0
31924,106761612,108625810,0
8488,179036893,50332887,1
8681,179065261,179065076,0
26155,148546740,6818420,0
29580,971497,73405590,0
22093,92491023,93528005,1
33662,155645481,156066467,0
28165,27998088,97391458,0
7975,191394882,191394873,0
3209,208172019,145321005,0
26718,149570736,149157916,0
32054,105859509,106320422,0
2746,309957821,309957829,0
32841,105784602,106311964,0
24066,27950078,200520046,0
30919,94312930,5003060,0
22631,3181,288415810,0
36226,158388394,157930723,0
29895,73028551,12649359,0
29538,73319912,73440629,0
13291,338686291,363522597,0
13412,362943546,363061803,0
17008,331565826,331565831,0
33798,155612291,12172125,0
31026,94574594,91934616,0
28092,96571186,96571178,0
9335,32496,236172150,0
1510,232051667,232051672,0
7714,190829527,190829523,0
4230,87745888,88194920,0
8333,175410317,179059916,0
10094,346155566,346155570,0
30590,71996752,19893937,0
26816,149144930,149709788,0
36386,157581359,106877725,0
16431,294542673,331624147,0
7062,40080931,94499245,0
21467,160230244,355006338,0
34579,164687671,164687670,0
19310,166072704,167124770,0
2888,245276019,245430016,0
14748,306483314,308382460,0
12623,248905010,248904990,0
8130,189984715,191209382,0
21060,355170347,355170344,0
30691,72015084,47994516,0
15696,372670716,372739753,0
15332,211785143,308007729,0
1540,232001647,230473475,0
22422,93533109,17550801,0
10105,31069162,346092003,0
8414,226668051,179113037,1
31969,106310572,106310568,0
23327,34890565,67628399,0
22929,56120732,67602991,0
11394,238209799,190157432,0
35406,218266551,218395925,0
7850,71295219,71295215,0
30619,7636537,38791763,0
32207,106343046,106343043,0
12355,390040018,289719042,0
25558,115723402,115722990,1
4641,9966800,45786356,0
34488,164516009,182004632,0
24092,13827311,200032559,0
14532,98902368,98902556,0
33636,155586775,7556199,0
34987,196091433,66420562,0
27317,6979416,12117243,0
7382,1104192,191667532,0
7739,190057268,62895286,0
13818,210640906,83525158,0
26104,57342969,116914127,1
30768,72341911,72737121,0
551,231996114,230473483,0
13597,209799187,209837677,0
7523,8823819,191118843,0
36010,7952,3311772,0
28508,12672854,12987200,0
32170,105786983,106314179,0
30546,73381464,73415178,0
22534,3181,288406219,0
30840,7917625,73143399,0
12757,248886931,248903656,0
1895,3925147,3880667,0
12696,248905686,248905682,0
30863,94360388,94360384,0
24770,198776290,200040099,0
30782,72373071,72373093,0
19193,139268056,139268066,0
4031,86798929,87752155,0
25181,38963348,30276715,0
27869,47367360,96570110,0
7580,191392378,191392360,0
4564,135359407,87116146,0
9012,68804943,68806137,0
18281,7593560,277077637,0
8878,565334,43460472,0
30885,94256646,94256093,0
32630,105428697,105594883,0
24318,200459331,195456317,0
19858,163854863,163884383,0
31018,94282211,91934616,0
27871,29185909,96570110,0
18216,9182304,269521398,0
23408,67594170,70423765,0
20587,26185679,102848318,0
12441,390319974,310862312,0
18618,43484349,254969030,0
14015,210642702,210642699,1
34775,45521355,196088629,0
18363,488266,234809272,0
32739,105859510,105859516,0
26939,149575523,149575529,0
25282,38882290,38882296,0
7320,191390811,190999088,0
19323,163655547,166526110,0
13541,208961542,209952987,0
30035,1153751,73279925,0
10720,9646488,339118446,0
929,3878647,3846528,0
64,3880017,232438397,0
24350,117628526,200992452,0
29962,73129197,73331130,0
13222,363219897,363340525,0
11221,238209799,238236336,0
13840,96382692,210628484,0
664,206366496,230540196,0
30596,39579579,73242219,0
4061,86842869,87026575,0
5612,149477033,157573439,0
19397,163649658,164122932,0
22720,288375110,275566093,0
2951,244666825,244666821,0
36462,157623008,157622998,0
35667,218283795,218283791,0
33823,155648173,12172125,0
16978,336432766,336432758,0
12666,248899196,248918998,0
31658,91963793,94284744,0
6076,141490553,224715234,0
24603,207948577,217654794,0
9323,187079,236139941,0
21778,162081888,332176352,0
13384,245005202,363291779,0
22726,288734868,288834811,0
6290,121300541,111837263,0
13492,209084673,209485498,0
19296,4232201,166080284,0
13503,209493620,209541479,0
18555,15329918,269504077,0
1024,232432895,2880930,0
19455,163662273,163662271,0
36171,1857383,3295465,0
19350,13770911,166869014,0
2850,245823971,245823967,0
3431,245178171,245178482,0
21250,355174750,255653128,0
18696,81154825,84997291,0
9489,11028686,234685698,0
34317,182000112,164659365,0
24354,199940269,200992452,0
10481,339054329,159771605,0
31700,95329588,94302747,0
6035,224200744,224200541,0
15627,310210686,372810444,0
36559,177602822,159446405,0
24358,43495620,200020510,0
28041,77997482,97103615,0
1947,27713316,310147165,0
30169,73127726,73303336,0
26268,149159429,149158766,0
15384,372818519,195823686,1
18254,269434944,168316861,0
35811,218072619,218297456,2
11614,10738910,378461941,0
13254,362843085,112457495,0
9899,349732899,349732023,0
32815,105980044,106391956,0
16782,331565737,331565741,0
20786,67142842,383749308,0
14274,95621818,99812663,0
3061,47240524,246008407,0
2628,312173060,311053498,0
24874,76605068,11750730,0
4678,223883435,134009152,0
12835,248904287,248904283,0
25404,29265730,29265718,0
8542,179069927,179221828,0
5967,225050411,104448077,0
32209,106292661,106709992,0
32261,39165300,106761612,0
5472,226385647,224247911,0
30222,62852493,73114078,0
5486,223874242,226391356,0
3974,22837949,22837926,0
27483,97106399,4261635,0
30052,72294265,73031052,1
4822,224282218,224282210,0
18694,84375172,84741916,0
31981,100435124,106319919,0
32574,55049307,106732211,0
26806,149141685,149182418,0
11049,15932048,16219649,0
16584,331556000,363341912,0
21126,191530519,355121985,0
16209,3180883,313135719,0
19699,136123519,141627708,2
29612,71852969,73005229,0
249,89273,230683551,0
22362,91849145,92486095,0
11081,15988969,16159111,0
11590,378138601,378287447,0
11222,238216105,238236336,1
2954,244672646,244687669,0
29238,13223487,12676914,0
14379,98978968,98978965,0
6691,94460756,55089967,0
17825,272282010,272472261,0
25013,200759315,200759319,0
25445,8893820,23135269,0
10187,346091527,349748558,0
8744,175042826,175399415,0
24065,43840946,200520046,0
11346,238384536,243780810,1
18168,269530433,158489258,0
36460,157596664,157596658,0
11358,241499579,238207162,0
31236,6887417,94282402,0
13932,209479724,209518228,0
1405,2850408,3406989,0
12854,248888356,249338764,2
29664,72097077,38538087,0
19187,134661003,139276535,0
8616,175136161,179113104,0
7377,190086114,190450671,0
36332,96477709,157929208,0
345,230528695,2865010,0
34416,145836951,163047206,0
24524,216572650,219348593,0
23393,69764973,69764975,0
10248,339097021,339648620,1
22907,54825497,69395378,0
26374,29614073,149823959,0
31268,94352497,94593391,0
13664,209701749,209485497,1
18749,84450514,84778062,0
17066,331530854,331556382,0
28713,12701847,12990251,0
12009,86479981,57138711,0
24416,198827545,199312098,0
20244,299087477,299196854,0
494,11343564,232029206,0
23065,43396863,70061225,0
14480,113560401,99923224,0
2585,309930956,314780111,0
22293,92105534,95614382,0
23278,62723195,67597811,0
13268,363005921,363220810,0
31380,94596675,59287789,0
11864,378233073,266714467,0
13136,52578596,15449269,0
36447,161419973,177602822,0
2425,310522409,310522392,0
24606,200601473,69490698,0
3805,10379337,27562211,0
29424,70786440,72748868,0
4773,20601381,225941237,0
28260,38821430,7952929,0
10658,339054212,339089385,0
4163,55005322,75164817,0
7596,191411775,190039810,0
33963,155624287,156316756,0
31144,92738855,91961924,0
4157,279151457,87963359,0
26002,115193791,115193797,0
16107,304708183,38788486,0
13606,209814125,54335231,0
29588,73249700,73405590,0
5993,224984298,224984307,0
31826,41927883,261461741,0
33583,101122466,156313815,0
18564,249970724,295083073,1
12934,362841458,362942576,0
27283,29185909,36838022,0
10633,339093177,339095161,2
20144,166499765,166499767,0
4473,22838030,22837995,0
25616,56638263,115944090,0
2712,271356210,314368025,0
27835,9969789,96260827,0
18263,7593560,269545223,0
6851,94009130,94133353,0
19097,139276538,139276515,1
20866,376199184,381120117,0
20935,370942179,383547063,0
13837,209678569,209922929,1
28844,12665123,12665008,0
20651,382885833,382885830,0
34693,60768955,14952222,0
3156,245267068,245438786,0
24199,200637978,201006731,0
32581,100435124,106703678,0
4324,87408303,86736272,0
14030,209706038,210660956,0
13612,14944210,4659656,0
1173,230458605,230626345,0
22415,1195632,117029023,0
15687,372672027,310247981,0
21084,105583478,355006381,0
21207,6559316,355371845,0
16006,372741139,372823505,0
24328,18447613,66158250,0
22816,81839638,288735860,0
29256,14230893,38482748,0
724,231995681,230473477,0
12722,248883705,250336940,1
14792,2984918,372721855,0
9243,42765601,47296711,0
20624,26185679,315722767,0
24769,198768711,200040099,0
31286,94072844,98658080,0
3941,87626511,87626486,0
9907,346098901,346098898,0
23313,66443314,67627706,0
4438,279525340,55093080,0
29078,13222199,12684017,0
25821,114714504,114714715,0
27077,148849989,148850207,0
1257,232907885,118658775,0
7716,191126746,191638909,0
18924,84364806,84755739,0
13608,209490127,115333920,0
21799,355109326,355170224,0
13404,363289558,363653400,0
14947,2984918,310559052,0
8090,190043567,131734843,0
874,3407031,230527751,0
25156,29132309,29157617,0
5568,224245325,225060785,0
17383,272334215,272529604,0
27528,98039713,80664766,0
8475,179034051,14365276,0
30808,50009130,72654319,0
10314,147073212,219843640,0
32704,105848951,105976714,0
24040,74815310,120019032,1
34344,148252407,182001085,0
8867,565334,43477182,0
4703,20601381,225681854,0
24091,11314537,200032559,0
20561,264545741,386011230,0
23401,67627099,54906193,0
36105,2226590,2291756,0
8541,179069927,179069924,0
22592,3181,288400469,0
30323,72740996,73114036,0
7646,190830082,190829768,0
32808,105786789,105975036,0
35543,218047748,218133812,0
10564,339058373,339096339,2
3366,245464289,246103517,0
2234,310098066,313026359,0
27140,149753105,149753108,0
9904,346159969,346371217,0
17958,272091191,272155274,0
32686,105587567,105587561,0
20286,120972834,299192802,0
23624,54732631,67656769,0
27348,96932456,12117243,0
8060,191704191,191704376,0
7125,94462546,94663522,0
21309,91972516,355102398,0
20101,141627663,163822573,2
4940,223889737,223890341,0
19075,197556437,294454931,0
32811,105857371,105857365,0
13256,363286077,363712625,0
20483,299156145,299156142,0
12646,197662158,248904195,0
5660,225890384,224552609,0
18900,84362330,85695297,0
540,188671066,230473483,0
34102,181982834,164753018,0
13781,208959966,209150797,0
29660,71783466,38538087,0
34784,66437629,66437434,0
793,3405005,230442067,0
13744,209798867,210628998,0
24714,202553626,203169641,0
24344,13338694,16713740,0
35,71367715,232438397,0
24343,124546130,201433814,0
6757,38952609,94198269,0
2496,271343934,312865534,0
36446,157599327,157599337,0
12319,390534291,390534307,0
21525,355505391,355995314,1
30883,91960794,94256093,0
12594,248902376,248902335,0
13054,362902238,363006864,0
7898,190452299,190829520,0
28857,12662969,12977735,0
36556,184955328,128417783,0
32550,106022453,106713531,0
444,1913117,232461949,0
24729,27949058,97150081,1
4707,978887,224196255,0
2501,310438459,311058007,0
2214,310524769,310524764,0
25381,29202282,33917980,0
3722,279150548,86789700,0
24873,200576139,60969652,0
31410,94284375,94284366,0
1689,14849314,6560240,0
19400,165850175,163585655,2
14695,2984918,310429582,0
1612,231017514,2863012,0
405,230464766,230464771,0
19068,256878010,294591087,1
35864,7952,2262862,0
10731,339153224,339262490,0
4325,279436792,88359085,0
29447,70805415,72748868,0
14109,113848723,107731468,0
8065,189987003,191167240,0
217,89273,230412057,0
32442,105859670,105859675,0
13706,53158431,22226403,0
25912,114497725,115107039,0
15660,318669119,306399804,0
4570,279435955,88369447,0
25296,29508038,20219860,0
22420,1195632,96692216,0
17137,331524152,331547550,0
30835,73218920,73218919,1
11085,16220772,16220777,0
31581,94533523,94245201,0
29353,13413579,13413586,0
8665,175755824,179111791,1
30367,72745393,73045845,0
21324,355093475,355370886,0
27832,9969789,6978676,0
36333,158361294,157929208,1
13760,43447701,209530780,0
14442,99258920,99636485,2
1054,230339465,234029888,0
11421,241545134,243785805,0
14663,2984918,321139468,0
29815,73329082,73327121,0
35882,7952,2244527,0
17681,272416198,272416182,0
10023,346120492,346109939,0
25214,29541260,30151745,0
24473,25493733,76605068,0
30046,10403056,73031052,0
28819,12807189,12807051,0
18838,84755349,85008537,0
9804,348087474,347550863,0
35241,218039931,38688623,0
5960,225275428,225275427,0
21063,355157414,194574658,0
27783,10247466,97714860,0
445,1913117,230682525,0
21414,355006712,185725699,2
34104,121078671,156074235,0
254,89273,230529048,0
18586,7916230,148944141,0
8279,7156178,118143543,0
32106,106366575,106366227,0
28786,12675145,12794507,0
14108,4125827,107731468,0
26433,148792573,36807555,0
10397,339057857,339265345,1
6002,223937880,225694304,0
30147,72344271,72763583,0
3980,86572204,279026173,0
31288,94074600,98658080,0
6518,94186440,94610653,0
26061,115193976,115194165,0
34330,155821960,156297113,0
5077,225286032,225660702,0
27523,97758253,80664766,0
26175,151227267,149691712,1
10078,346155082,346155084,0
31676,94907237,94907230,0
4240,22837965,22837790,0
21007,381140012,367001257,2
9124,42674487,42674484,0
3351,246114382,247583955,0
23551,69764268,69764425,0
20079,163866814,163866842,0
30380,61722446,73143856,0
10482,339061675,159771605,0
36406,194334301,163220740,0
29099,12780009,12779996,0
26641,149704952,149705064,0
4928,225015842,225015528,0
9665,235847439,234785036,0
21729,114520044,355370483,0
4278,279471795,87046353,0
15191,372815674,308058021,0
19538,163652748,163832330,1
22975,56524758,54896405,0
18557,269038571,269439903,0
3151,244318342,244686989,0
36257,158392339,109383451,0
35658,218680433,218283795,0
33890,155583328,55650955,0
21292,140884284,214198067,0
19479,163593975,159939687,0
2122,310485982,310485978,0
4357,22837937,22837898,0
651,232339043,231993291,0
29967,73128058,73331130,0
33404,155816207,20521889,0
6763,94671439,98743696,0
15315,368766344,308007318,0
23316,67628075,67627706,0
14102,4733566,113919191,0
36128,3295794,4688155,0
28513,12706454,12987200,0
32160,105840706,105978908,0
24591,199966802,49751168,0
21692,147882100,355154947,0
6488,94430996,96576418,0
33081,106315209,106314993,0
22071,5684082,92480822,0
36238,157581699,157581680,0
17911,144477009,74936005,0
32083,106302521,100435124,0
23873,67686746,70454020,0
22553,3181,262397707,0
6304,121310862,121657360,0
23419,70340047,67557168,0
33074,105770718,106313330,0
36480,157596725,157596728,0
28568,12806667,12806606,0
22686,288086644,288275439,0
2188,312830053,314479342,0
16402,331541758,331556965,0
33157,105592559,105857363,0
27161,151564883,150020105,0
7441,190832286,190832053,0
19492,163670742,163670571,0
30134,22808307,72342563,0
30547,73242916,73415178,0
33094,106815649,106815647,0
13003,363009321,363322994,0
29458,3141442,72753731,0
1810,232453410,14843588,0
8845,565334,43342120,0
31496,94014618,94302750,0
19767,163704002,163886230,0
6197,121654916,121654915,0
24238,198802015,198801919,0
13909,43531652,209525755,2
34473,181988893,169360875,0
6879,94324993,96564456,2
8339,175143452,179084697,1
27541,905123,27998088,0
30192,72391022,73164816,0
16305,337069012,337525748,0
25179,39055134,30276715,0
5774,154020054,154020410,0
35683,70958108,218266524,0
6806,94164794,94662199,0
15954,318146616,318131773,0
27892,47930947,98568148,0
13590,1533983,209837677,0
27248,7971077,7952092,0
36311,158375075,157929208,1
28641,12678491,12780542,0
21966,176598632,355095316,0
18180,1729453,269497992,0
5284,224238942,140374658,0
1073,230529053,232472215,0
16168,331556249,332178859,0
2703,310438843,310765158,0
9659,234151149,234169860,1
10648,339061717,339074119,0
32560,105594287,105594270,0
1830,232071096,9425781,0
18364,488266,37759155,0
31279,94112031,98658080,0
28506,13582264,12987200,0
18948,84360916,84466657,0
2525,310495036,310494997,0
15803,317009267,372962254,0
8253,191193343,191193334,0
27139,114364497,149751923,0
31125,35555334,94590977,0
21142,355006827,355110272,1
12841,248905682,248922725,0
14626,2984918,372823278,0
768,37786466,231241751,0
18188,15329918,276993898,0
21183,355184205,233068926,0
6082,225060388,225296245,0
28168,96933830,1255910,0
5181,224246077,225050695,0
8505,175131290,179034055,0
18893,84751968,85000321,0
34272,155664047,155759667,0
28963,12779969,13539803,1
22340,4846284,93524092,0
29744,71760351,72667271,0
12068,265189600,391952822,0
24682,219605774,209129579,0
32420,105592671,105849820,0
12013,390322412,390422856,0
903,3775711,230433803,0
11046,15877503,15876814,0
29228,12794041,12978622,0
23257,54759620,69269369,0
27332,96932674,12117243,0
301,89273,228701568,0
8049,191120784,191639145,0
28544,12692249,12806606,0
12670,248899270,248916605,0
28167,55137075,97991428,0
9168,42671144,43468597,0
20897,376268542,383000789,0
25485,114603374,116898498,0
24114,27365482,201000368,0
25546,115723004,115722990,1
3781,35718757,8801543,0
34872,66447754,40734618,0
23548,56234694,55106944,0
32982,23592023,106763379,0
32490,105587570,105786795,0
35098,3623625,219918390,0
34100,181320779,164753018,0
1144,3405622,231017514,0
32502,105420434,105848018,0
1661,219834363,230085413,0
26081,115193078,115193083,0
1681,232439175,232439173,0
96,230389787,232941800,0
21474,156864654,204458854,0
28806,5663491,22776993,0
18677,283334435,194258293,0
4754,121256412,224195870,0
25853,116206284,28229177,0
21190,6559316,355371481,0
28436,5070714,12781074,0
2636,312195506,312850498,0
36422,158594127,157856400,0
29949,71473508,71785237,0
16876,331500928,224312733,0
13904,209485498,209485480,0
25749,114715022,114715291,0
23417,54734446,69287954,0
6247,121743499,117764195,0
18277,7916230,129397084,0
35627,218402726,29646430,0
27477,27973222,172562,0
23904,13439827,24339154,0
16238,5678249,336729745,0
22508,288296312,199591901,0
20119,163649352,163890769,0
8200,190463296,191637981,0
18901,84374871,84720559,1
34727,66420576,14950377,0
24989,200634664,192139265,0
19945,163721740,168113324,0
20898,376244692,377303974,2
29245,13404700,12992332,0
20777,5343482,316318209,0
27656,17890509,98034161,0
10096,349009746,369744480,0
332,89273,230456710,0
386,89273,230470009,0
9855,2566132,22916415,0
27732,96952671,9904238,0
25589,115187058,115186990,0
24006,216521848,86043782,0
17323,272112305,272475963,0
7637,190829864,190829768,0
3910,80341540,279071364,0
25460,39662729,39662735,0
24381,200624455,200969594,0
8833,39993617,43388675,0
1692,231174359,232470552,0
33544,30341039,156063345,0
29006,12786327,13578982,0
24234,72504994,27061572,0
3820,58119726,87743404,0
21158,246066490,355110272,1
6891,94653404,98619867,0
8978,68713320,43480919,0
608,231177403,2758467,0
5553,224971478,226626503,0
3975,22837943,22837926,0
9240,43147741,36595285,0
8127,84593745,191116091,0
31251,6887417,94284729,0
9909,346175038,346175041,0
9186,43473525,43473521,0
18329,488266,277118715,0
26675,149554287,149147165,0
35517,218307769,219541794,0
21000,376192655,355210511,0
14940,2984918,344111080,0
10080,346154814,346155082,0
12134,310862312,390420473,0
977,232444878,3318945,0
17595,272075089,272273231,0
24538,27702383,14915621,0
25894,115108241,114664262,0
7289,2541323,191160103,0
4612,127549134,24026500,0
13693,209045471,209673652,0
469,218531044,226889376,0
20657,376250675,383076763,0
1201,3898382,3871340,0
3537,86881904,13346375,0
25470,30171477,30172054,0
31849,23477159,106748672,0
26943,30700346,150413125,1
31830,105594264,112989226,0
894,230465374,230465367,0
35175,218292987,3510576,0
648,230539741,231993291,0
3769,278999006,87745976,0
28008,3426501,6978680,0
20459,299155810,299155809,0
7794,190531857,190829750,0
12318,390421600,390421599,0
29870,71758069,72029285,0
28804,12683573,12683561,0
19996,163811227,163811224,2
30327,72301537,86403626,0
26693,148684827,20032383,0
5039,173773121,225341775,0
26941,40497229,149184521,0
13705,190440214,22226403,0
17073,331563811,336427802,0
28768,13582046,13333148,0
24037,16713136,120019032,1
29741,72667271,73227485,0
1793,3864947,232454798,0
4057,87628292,86806323,0
3349,245322656,246132556,0
2960,244675247,245795488,0
4172,86573132,279482354,0
291,3408161,3882798,0
29788,72294238,73279924,1
8139,191168057,191168056,0
26386,148837784,149182616,0
25211,29065203,30151745,0
17390,158931472,176016107,0
33240,105847360,105977405,0
20727,376242579,352899464,0
18198,5966095,223557034,0
4181,22838023,22837847,0
14854,311016778,372812570,0
3231,246080593,60812598,0
360,230464759,230464766,0
16333,5689045,249875797,0
17536,272145106,272467027,0
12736,248901406,248926474,0
22667,288105352,288327176,0
33340,32454472,155759301,0
32184,17500202,105848040,0
20580,376230675,226209294,0
10743,339649217,339158542,0
5626,225064261,178134701,0
146,89273,232399133,0
32658,106821926,106821568,0
15636,368741023,372727028,1
27168,148847776,148847783,0
10556,339468429,339456619,0
33519,164756216,164756127,0
37,231004407,232438397,0
11840,378187634,378281513,0
15050,2984918,315025577,0
29248,12806739,12807028,0
34680,195421130,133876531,0
8280,72042773,175787265,0
29089,13278239,12661079,0
24934,77153980,200725891,0
35228,219384809,38688623,0
15230,372680791,372745794,1
19353,165844275,163652365,0
14624,2984918,323475871,0
19209,139630245,145628023,0
14609,2984918,311016789,0
25380,39662525,39662693,0
36003,19501341,4692401,1
5479,10176282,225021958,0
9778,234681495,234557835,0
20470,202575440,294592109,0
20729,274959681,352899464,0
27673,7952321,7952333,0
34656,194334240,196107869,0
17718,272152580,272282989,0
2251,309959466,309959432,0
14887,2984918,372696384,0
11083,39604886,15988221,0
23471,55239131,70400064,0
450,1913117,232124773,0
25714,116055520,115723285,1
3347,244671833,246132556,0
18343,488266,270398104,0
23433,54711501,70296899,0
16602,331547970,273115056,0
28214,19754896,97081237,0
12101,16857026,390859178,0
35217,218029198,19254321,0
16235,5678249,314990339,0
32513,106814893,106814889,0
35402,218267527,178102917,0
35954,7952,3304432,0
16723,331537524,363434992,0
10222,346406802,346406941,0
23000,54886134,13538271,0
23199,16809316,54833461,0
5519,35148849,225911526,0
35512,24459104,218399065,0
34309,14553162,164891783,0
4943,224245156,141490553,0
3951,86842877,86842869,0
18987,84360924,84752660,0
17326,272491070,272695017,0
3847,86736305,57941767,0
4521,166283747,83387541,0
25251,28907492,30060590,0
16557,331560310,332771446,1
28282,9014737,97027797,0
12996,363540130,363668127,0
5584,224243802,224707586,0
9517,180735,234847789,0
11258,243843583,78213055,0
19439,163720270,163720276,0
11029,15980720,16710979,0
27716,7951563,9904238,0
19012,84362089,84362129,0
31188,92120629,94255487,0
28824,12665166,12665008,0
137,89273,230465736,0
10994,16163978,78239935,0
12477,390500156,223749911,0
26123,3884437,22156511,0
11256,244650708,78213055,0
6495,94473628,96576418,0
17234,128963782,272768479,0
14084,113583618,113972107,0
22851,209097606,10933506,0
7518,94440553,190822075,0
4200,3581209,58069587,0
29132,12792319,12978123,0
21576,355940884,175311247,0
19672,166499053,70496823,2
27421,96576022,28547465,0
4089,87630641,279054376,0
16596,379049039,337412683,0
14822,2984918,322987453,0
6092,224977304,183045690,0
17429,272120322,272333461,0
35438,41070611,218299454,0
22813,288327176,288441749,0
24909,203174429,202553626,0
30120,73247219,64876822,0
8920,43151934,46970821,0
28192,97185809,67390627,0
1995,27713316,312823047,0
23760,69599040,56113863,0
15646,368735936,372872899,0
16043,372872032,372970443,0
18057,272700905,272574830,0
23399,54913455,54906193,0
26673,148786236,148786424,0
32379,105786561,106318945,0
